	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
CLUH	-0.48344426915913596	0.02036506601515147	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
CCDC183	-0.4714854280556366	0.017744388953815127	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
NSUN5P2	-0.4636013593038944	0.015850565901764417	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
IL17D	-0.4567290261129783	0.022302275291004873	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
FOXA1	-0.45285740140949615	0.019469759328046492	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
TMEM63A	-0.44787604576988643	0.017568049292101783	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
SLC30A9	-0.4476426395656575	0.017373075852307275	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
ESR1	-0.44505606371729084	0.020708678367274375	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
VWA5B1	-0.4443439706667599	0.019368910491454273	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
UQCRC1	-0.4422471569565219	0.01928609952521674	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
STIM1	-0.4419255050325681	0.01793985271199915	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
ABHD17A	-0.441464781744047	0.018965930329293956	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
HRH3	-0.44116306896553353	0.016874617137232362	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
TYW5	-0.44004473813001516	0.01760509751654576	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
AEBP2	-0.4360608730214731	0.05723213097569772	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
NDUFS7	-0.43170360984400497	0.01915663268968394	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
CIC	-0.43129863919179945	0.019412022314212716	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
MRPS33	-0.43123563194353326	0.01967280625578846	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
DCAF16	-0.4304118965460153	0.016823356523366955	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
CLPP	-0.4263263970828233	0.015135569435920931	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
NDUFV1	-0.41963959927288025		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
SPDEF	-0.4192868810232276		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
SLC16A13	-0.4172698843753258		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
THAP7	-0.4136268172736508		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
TTC5	-0.4135602477061858		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0007692307692307692	0.0007692307692307692
GATA3	-0.4099316155473427		0.99999882856	1.17144028583e-06	1.17144028583e-06	1.0	0.0007692307692307692	0.0007692307692307692
GRSF1	-0.408010573143036		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000888888888889	0.000888888888889
TFAP2C	-0.4069252118435416		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000888888888889	0.000888888888889
KDM1A	-0.40651233453034236		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000888888888889	0.000888888888889
RETN	-0.4058957752439644		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000888888888889	0.000888888888889
CARS2	-0.4056304508577169		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000888888888889	0.000888888888889
VPS18	-0.40437304540069363		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000888888888889	0.000888888888889
MRPS25	-0.4035829888072512		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000888888888889	0.000888888888889
PIK3CA	-0.4031824289697335		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000888888888889	0.000888888888889
GLYATL3	-0.40310567185720936		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000888888888889	0.000888888888889
MUC1	-0.4030602790138886		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000888888888889	0.000888888888889
MRPS5	-0.40273022996383573		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000888888888889	0.000888888888889
SKA3	-0.4024248547078725		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000888888888889	0.000888888888889
MBNL2	-0.40206951562411164		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000888888888889	0.000888888888889
PARVA	-0.40139116339498787		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000888888888889	0.000888888888889
ATP5J2-PTCD1	-0.40075333699490495		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000888888888889	0.000888888888889
INSIG1	-0.4006937231365416		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000888888888889	0.000888888888889
SUZ12	-0.400500634237884		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000888888888889	0.000888888888889
ACAD9	-0.4003057963384612		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000888888888889	0.000888888888889
MATN1	-0.39988489844391845		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000888888888889	0.000888888888889
FAM3A	-0.3993057148763756		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.00115942028986	0.00115942028986
ZNF580	-0.3984575188260247		0.999996485679	3.51432085749e-06	3.51432085749e-06	1.0	0.00115942028986	0.00115942028986
REXO2	-0.39615088731708453		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.00115942028986	0.00115942028986
MRPL15	-0.39584378151169		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.00115942028986	0.00115942028986
NSUN5P1	-0.3954981572249262		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.00115942028986	0.00115942028986
ANKRD17	-0.3948236655784988		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.00115942028986	0.00115942028986
CDK2	-0.3946831631560985		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.00115942028986	0.00115942028986
MRPS22	-0.3945867256352448		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.00115942028986	0.00115942028986
KMT2C	-0.3944356033847839		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.00115942028986	0.00115942028986
CDV3	-0.39421315966114956		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.00115942028986	0.00115942028986
TFAM	-0.3939482618599342		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.00115942028986	0.00115942028986
MRPL23	-0.3937617651039912		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.00115942028986	0.00115942028986
FBXW7	-0.3933211516853516		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.00115942028986	0.00115942028986
MTIF2	-0.3924411202305025		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.00115942028986	0.00115942028986
NABP2	-0.392350215692852		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.00115942028986	0.00115942028986
SUPV3L1	-0.39177026571058043		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.00115942028986	0.00115942028986
ATP5J2	-0.3915977687669351		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.00115942028986	0.00115942028986
ZBTB11	-0.3915070811317454		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.00115942028986	0.00115942028986
MRPS2	-0.39138182969752316		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.00115942028986	0.00115942028986
MAF1	-0.39092207995298606		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.00115942028986	0.00115942028986
DNAJC19	-0.3904763850398234		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.00115942028986	0.00115942028986
ELAC2	-0.38914615919870155		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.00115942028986	0.00115942028986
NBPF20	-0.38830566808158007		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.00115942028986	0.00115942028986
MGEA5	-0.3879151582118501		0.999995314239	4.68576114333e-06	4.68576114333e-06	1.0	0.00115942028986	0.00115942028986
PPP1R15B	-0.38719599930174314		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.00131578947368	0.00131578947368
SERP1	-0.38700788355867227		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.00131578947368	0.00131578947368
AKT2	-0.38579619625117945		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.00131578947368	0.00131578947368
OR4C3	-0.38507252681159754		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.00131578947368	0.00131578947368
WDR6	-0.3850099274624256		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.00131578947368	0.00131578947368
CNTROB	-0.3845794462898731		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.00131578947368	0.00131578947368
GTPBP8	-0.38454884661575073		0.999994142799	5.85720142916e-06	5.85720142916e-06	1.0	0.00131578947368	0.00131578947368
BAHCC1	-0.3839729584066048		0.999992971358	7.02864171499e-06	7.02864171499e-06	1.0	0.00137931034483	0.00137931034483
COX4I1	-0.3837883549752924		0.999992971358	7.02864171499e-06	7.02864171499e-06	1.0	0.00137931034483	0.00137931034483
ATP5I	-0.3837868120455721		0.999992971358	7.02864171499e-06	7.02864171499e-06	1.0	0.00137931034483	0.00137931034483
FXYD6	-0.3836175528709538		0.999992971358	7.02864171499e-06	7.02864171499e-06	1.0	0.00137931034483	0.00137931034483
