	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
TAF1D	-0.6668672133000861	0.03276687888571024	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0006666666666666668	0.0006666666666666668
CAB39	-0.6637851750506323	0.012168007047519882	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0006666666666666668	0.0006666666666666668
SPESP1	-0.6483540596214792	0.02592455465702163	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0006666666666666668	0.0006666666666666668
WDR91	-0.6360274955580096	0.028781249332602284	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0006666666666666668	0.0006666666666666668
CCDC172	-0.6343613105537367	0.02244561467164331	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0006666666666666668	0.0006666666666666668
ZNF395	-0.6288750486800758	0.02731412219225736	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0006666666666666668	0.0006666666666666668
GGCT	-0.6248279305314981	0.025205992163692237	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0006666666666666668	0.0006666666666666668
TMEM97	-0.6240881891887903	0.02658573980516008	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0006666666666666668	0.0006666666666666668
PGBD5	-0.6221270243943293	0.02589974873019733	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0006666666666666668	0.0006666666666666668
FAM189B	-0.6206441472881489	0.02259238276243263	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0006666666666666668	0.0006666666666666668
WSB2	-0.6188441586706833	0.020578492895120034	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0006666666666666668	0.0006666666666666668
PRR27	-0.6180053474110417	0.028676494137623344	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.0006666666666666668	0.0006666666666666668
ASZ1	-0.6111657206580658	0.025778047787723083	0.99999882856	1.17144028583e-06	1.17144028583e-06	1.0	0.0006666666666666668	0.0006666666666666668
ZNF615	-0.6109773324061085	0.030605779654088977	0.99999882856	1.17144028583e-06	1.17144028583e-06	1.0	0.0006666666666666668	0.0006666666666666668
KRTAP1-1	-0.6084428650900926	0.027440019211376086	0.99999882856	1.17144028583e-06	1.17144028583e-06	1.0	0.0006666666666666668	0.0006666666666666668
CTBS	-0.6081479824706266	0.02348442110991899	0.99999882856	1.17144028583e-06	1.17144028583e-06	1.0	0.0006666666666666668	0.0006666666666666668
IL20RB	-0.6055219836067994	0.029842939635187804	0.99999882856	1.17144028583e-06	1.17144028583e-06	1.0	0.0006666666666666668	0.0006666666666666668
STRN4	-0.6046153882148098	0.013560777191389789	0.99999882856	1.17144028583e-06	1.17144028583e-06	1.0	0.0006666666666666668	0.0006666666666666668
FAM24B	-0.602955968827859	0.03235471026811566	0.99999882856	1.17144028583e-06	1.17144028583e-06	1.0	0.0006666666666666668	0.0006666666666666668
KLHL26	-0.6021717313662239	0.031011111492044684	0.99999882856	1.17144028583e-06	1.17144028583e-06	1.0	0.0006666666666666668	0.0006666666666666668
VWA5A	-0.6020800115413629		0.99999882856	1.17144028583e-06	1.17144028583e-06	1.0	0.0006666666666666668	0.0006666666666666668
NLRP2	-0.5994432428177118		0.99999882856	1.17144028583e-06	1.17144028583e-06	1.0	0.0006666666666666668	0.0006666666666666668
SPOP	-0.5984531259396151		0.99999882856	1.17144028583e-06	1.17144028583e-06	1.0	0.0006666666666666668	0.0006666666666666668
COBLL1	-0.5965106485002184		0.99999882856	1.17144028583e-06	1.17144028583e-06	1.0	0.0006666666666666668	0.0006666666666666668
MIA	-0.5961553174133047		0.99999882856	1.17144028583e-06	1.17144028583e-06	1.0	0.0006666666666666668	0.0006666666666666668
CLEC18A	-0.5948732481851655		0.99999882856	1.17144028583e-06	1.17144028583e-06	1.0	0.0006666666666666668	0.0006666666666666668
CLEC18C	-0.5948732481851655		0.99999882856	1.17144028583e-06	1.17144028583e-06	1.0	0.0006666666666666668	0.0006666666666666668
DNPH1	-0.594808765988754		0.99999882856	1.17144028583e-06	1.17144028583e-06	1.0	0.0006666666666666668	0.0006666666666666668
SMAP1	-0.5932127605356188		0.99999882856	1.17144028583e-06	1.17144028583e-06	1.0	0.0006666666666666668	0.0006666666666666668
PLEKHA1	-0.5918977689953009		0.99999882856	1.17144028583e-06	1.17144028583e-06	1.0	0.0006666666666666668	0.0006666666666666668
PDCD7	-0.5893167123229024		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000952380952381	0.000952380952381
UTS2	-0.5891003257187313		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000952380952381	0.000952380952381
ERICH6B	-0.5886007084149814		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000952380952381	0.000952380952381
CCDC138	-0.5882851728543712		0.999997657119	2.34288057166e-06	2.34288057166e-06	1.0	0.000952380952381	0.000952380952381
