	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
MMRN2	-0.42755706960272594	0.019060181732905832	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
P3H4	-0.4139754752578948	0.017190023365369497	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
CCDC79	-0.4036915976898229	0.016720556418189602	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
ZNF621	-0.39627155568830785	0.01667281080735485	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
IFITM2	-0.39602077624709536	0.01768454602827537	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
TLN1	-0.3887788812577474	0.021483566120106504	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
BBS7	-0.3861248667487252	0.013036495028694691	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
ZIM3	-0.3860895923902363	0.012607229097785257	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
MAGEA4	-0.3860072424105098	0.01496487456233425	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
EMP1	-0.38509875208906663	0.01682652233832218	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
SMARCA2	-0.3844125633830798	0.01682164819801329	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
FAM76B	-0.38410098214252264	0.018408470454398022	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
NKAPL	-0.3831814799641039	0.019344124926730655	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
DIS3L2	-0.38273821788721274	0.019300337521898466	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
LRRC41	-0.38220008601929234	0.01685648898318394	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
NFE2L2	-0.37845780685937747	0.013629581380746443	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
RAB31	-0.3771589760668431	0.01657444217703251	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
MEP1B	-0.3754119991751531	0.017508980460382326	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
GOLGA2	-0.37381386696590607	0.01986314683419747	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
KPNA1	-0.3736613998598712	0.017516329123567945	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
TRHR	-0.37051998620215737		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
RBM46	-0.36958310517892623		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
NOC4L	-0.3684178674758192		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
GPATCH2L	-0.3679632336191339		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
LRP2	-0.36768321819188093		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
PABPC1L2A	-0.36749449916633337		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
IQCJ-SCHIP1	-0.3673289746783099		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
POU5F1B	-0.36653398903360146		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
POU5F1	-0.36653398903360146		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
RELA	-0.36630843221955145		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
ECE2	-0.36615038674856537		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
KRT77	-0.36607006211321613		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
NPIPB6	-0.3660527254228809		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
NPIPB15	-0.3660527254228809		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
ARMC4	-0.3659137503820599		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
ANLN	-0.36514497796630097		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
FZD3	-0.36441481621746546		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
GYG2	-0.36324660712423545		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
RAP1B	-0.36263651842169		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00044444444444444447	0.00044444444444444447
THAP5	-0.3615820973377489		0.99999882856	1.17144028583e-06	1.17144028583e-06	1.0	0.00044444444444444447	0.00044444444444444447
SCN3A	-0.36113354525811964		0.99999882856	1.17144028583e-06	1.17144028583e-06	1.0	0.00044444444444444447	0.00044444444444444447
SYTL1	-0.3609554430156945		0.99999882856	1.17144028583e-06	1.17144028583e-06	1.0	0.00044444444444444447	0.00044444444444444447
