	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
ERVW-1	-0.5619996432065354	0.02241979499431199	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
DYNC1I1	-0.558374662646986	0.02057407778141367	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
FRMD3	-0.5471152034788064	0.019112441670164345	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
LRP2	-0.5413010662431358	0.01922165566954466	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
FOXI1	-0.5315194858165966	0.017520362064240097	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
CASP5	-0.5306464653467594	0.014443406916875083	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
FGD1	-0.5194489014161783	0.017181331870237754	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
ZIM3	-0.5161876928988101	0.01816664520445665	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
CTNNAL1	-0.5100848348590534	0.020363510275523133	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
C1orf64	-0.5082090362223934	0.031114074951684695	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
PPP3R2	-0.5055306567001161	0.020660098186535414	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
TLN1	-0.5012918510997758	0.015524368999534681	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
UFL1	-0.5002743943111556	0.020311211974672214	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
MAP3K13	-0.490990980798721	0.017722018438056337	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
CCNB1IP1	-0.4901113285604241	0.01912831266258616	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
SYNRG	-0.48953062545353004	0.016593570366665557	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
KRTAP9-4	-0.48936507880839886	0.02130102226639189	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
ETNPPL	-0.4890069899237498	0.02042043155938144	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
PABPC1L2A	-0.48845151593567204	0.018393741388258188	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
FAM129C	-0.48435914890188897	0.020526662517715077	1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
SCGB1D1	-0.48241439400570124		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
SETD3	-0.4813215569806038		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
AOC1	-0.480995491909404		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
MYADML	-0.4800415661516542		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
CTNNA3	-0.47878034128675434		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
TSPAN8	-0.4758714474051036		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
TTC39B	-0.47486727388301536		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
HERC6	-0.47467934946017376		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
TGFBI	-0.4744145203636958		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
ZDHHC6	-0.47421008897585387		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
MOV10L1	-0.47385855190414944		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
ZNF558	-0.47268024795221664		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
FERMT2	-0.4720953235875081		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
NXN	-0.4709080734847952		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
ZC3HAV1L	-0.46986688387088255		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
LIPT1	-0.46819258032528077		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
MREG	-0.46791065273959737		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
TPH2	-0.4677171058568424		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
AK9	-0.467702882751342		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
ITM2A	-0.4670881364881547		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
TRDN	-0.46674690530455515		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
EEF1A2	-0.4662111095338795		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
SIMC1	-0.46539659519311055		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
ADPRH	-0.46497707457188603		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
CERKL	-0.464583926717877		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
N4BP2	-0.4644808360462053		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
AVIL	-0.4641297803752631		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
NFE2L2	-0.46389041721989843		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
ANO6	-0.4628674214266223		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
KLHL9	-0.46263919420313754		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
RIOK3	-0.46243071532595686		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
SMEK1	-0.4618060618018764		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
OLFML2A	-0.46178786529323557		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
ZNF833P	-0.46087169298149855		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
CRB3	-0.46059164827721544		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
TCAIM	-0.4600863660558924		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
LINC00869	-0.4599894036049652		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
EPB41L5	-0.4599214593854392		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
KPNA1	-0.45979996466326345		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
ITGAV	-0.458868913438719		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
RCAN1	-0.45823541975663973		1.0	1.1714402858314298e-06	1.1714402858314298e-06	1.0	0.00016129032258064516	0.00016129032258064516
